_id,tags,software,course_num,course_name,course_back,students,teacher,course_url,course_time,get_time,course_info,permission,teacher_url,push_time,category,provide_data,course_page_url,core,teacher_title,suit_people,level
ObjectId(5896a51a05d3492d308ae4eb),SQL Server," SQL Server 2008",4,SQL Server 2008 更新操作,在前面几次课中，我们掌握了对数据库创建和数据表中数据的查询操作，在实际对数据库的操作过程中，我们需要对数据进行更新操作，包括插入、修改、删除操作，在本课程中我们将学习如何进行这三类操作。,3810,Lichaoyan,http://www.jikexueyuan.com/course/2084.html,39,2017-02-04 11:55:14,本课程学习如何在SQL Server 2008中完成对数据表的插入、修改和删除操作。,public,http://my.jikexueyuan.com/0xjkWjakg/record/,2015-09-28,SQL Server,是,http://www.jikexueyuan.com/course/?pageNum=25,1.对表中数据的插入操作2.对表中数据的修改操作3.对表中数据的删除操作4.更新数据表的综合操作,极客学院签约布道师,零基础学习者        ,初级
ObjectId(5896a51a05d3492d308ae4ec),Axure/中继器,Axure RP 7.0,5,Axure 中继器使用（下）,在设计原型的过程中，经常会涉及到表格的设计，如何能让表格实现数据的增删改查，制作出高保真的原型，而 Axure 的中继器组件便能够让用户体验到操作真实软件的感觉。,3735,j_kevin,http://www.jikexueyuan.com/course/2085.html,43,2017-02-04 11:55:18,本课程讲解对 Axure 中继器中的数据实现更新、搜索、排序以及分页操作。通过本课程的学习，大家将掌握 Axure 中继器的使用。,public,http://my.jikexueyuan.com/0xjqPPkXX/record/,2015-09-28,Axure,是,http://www.jikexueyuan.com/course/?pageNum=25,1.弹出框显示更新数据2.中继器更新数据操作3.中继器数据搜索操作4.中继器数据排序操作5.中继器分页操作,极客学院签约布道师,产品设计初学者        ,高级
ObjectId(5896a51a05d3492d308ae4ed),NFC/Android NFC/近距离无线通讯技术/NDEF/NFC TAG读写,Android Studio、Android SDK、ADT,4,NFC 读写模式开发（下）,Android NFC 读写模式是 NFC 三大工作模式之一，本课时针对 NFC 读写模式中的写模式进行介绍，涉及标准 NDEF 数据和非 NDEF 数据的 TAG 以及基于 AAR 的 TAG 写操作，只有熟悉了写模式的操作才能更好的对自己的 NFC 标签进行信息定制化编辑。,3390,SkySeraph,http://www.jikexueyuan.com/course/2086.html,66,2017-02-04 11:55:21,本课程中主要介绍 NFC 读写模式开发和实例中的写操作，包括基于 NDEF 数据的 TAG 写操作步骤和实例讲解，非 NDEF 数据的 TAG 写操作方法，以及基于 AAR 的 TAG 写操作方法。通过这些知识对基于 NDEF 数据和非 NDEF 数据的 TAG 写操作相关知识进行学习。,public,http://my.jikexueyuan.com/skyseraph/record/,2015-09-28,NFC,是,http://www.jikexueyuan.com/course/?pageNum=25,1. 基于NDEF 数据的TAG写操作步骤2. 基于NDEF 数据的TAG写操作实例3. 非 NDEF 数据的 TAG 读操作4. 基于AAR 的TAG写操作,极客学院签约布道师,具备一定 Android/Java 基础的开发者        ,初级
ObjectId(5896a51a05d3492d308ae4ee),AJAX/异步编程,浏览器，任意的 JavaScript 与 HTML 代码编辑器,5,AJAX-通用代码封装与常见问题处理,AJAX 是浏览器上一种异步通信实现手段，它的出现极大提高了 Web 应用的友好性与可交互性，是 Web2.0 时代的标志性技术。在现代 Web 应用中随处可见 AJAX 的身影，是 Web 开发人员的必备技能。本系列课程从基础到高级应用，详细讲解 AJAX 的原理与实战技巧。本课程是系列课程的进阶部分，讲解 AJAX 的实战技巧。,6224,vulcan,http://www.jikexueyuan.com/course/2087.html,84,2017-02-04 11:55:25,使用 AJAX 时，程序代码模式固定，将公共固定部分的代码封装起来，在后续使用时直接调用，可避免每次都机械重复的编写代码。另外，在使用 AJAX 方式编程时，会遇到一些区别于传统方式的问题。本课程首先讲解代码封装，然后介绍使用 AJAX 时的常见问题与解决方案。,public,http://my.jikexueyuan.com/vulcan/record/,2015-09-28,JavaScript,是,http://www.jikexueyuan.com/course/?pageNum=25,1. 通用代码封装2. 缓存问题与解决方案3. 异步编程模型4. 页面历史记录问题与解决方案,极客学院签约布道师,具备 JavaScript 语言基础的学员        ,初级
ObjectId(5896a51a05d3492d308ae4ef),Vector/序列式容器,Win7、VS2010,4,序列式容器之 Vector 容器基础,Vector 容器是最常用的序列式容器之一，也是最简单的序列式容器。Vector 可以实现数据结构中的队列、数组和堆栈的所有功能。,2611,今夜有风,http://www.jikexueyuan.com/course/2088.html,29,2017-02-04 11:55:30,本课程主要讲解序列式容器之 Vector 容器的基础知识。包括：容器概念、序列式容器概述、类对象定义和初始化、容器的大小和容量等。,public,http://my.jikexueyuan.com/ygjun/record/,2015-09-28,C++,是,http://www.jikexueyuan.com/course/?pageNum=25,1.容器概念2.序列式容器概述3.Vector 类模板之类对象定义和初始化4.Vector 类模板之容器的大小和容量,极客学院签约布道师,有一定的 C++ 基础、想从事 C++ 程序开发的初学者、热爱 C++ 程序开发的学者        ,中级
ObjectId(5896a51a05d3492d308ae4f0),HBase/HBase概述/HBase入门,Centos6.4,5,HBase 入门,HBase 是 Hadoop 的事实上的绝配，其完善的生态系统领先于其它 NoSQL 项目。HBase 自身正在不断完善中，同时 Cloudera、 Salesforce 等企业也在基于 HBase 做创新实现。,6724,Wil1,http://www.jikexueyuan.com/course/2089.html,46,2017-02-04 11:55:34,本课程能让大家知道 HBase 的基本概念，了解其适用的场景，并能独立搭建伪分布式环境，进行简单的 shell 操作。,public,http://my.jikexueyuan.com/0zjPUUPaW/record/,2015-09-28,Hbase,是,http://www.jikexueyuan.com/course/?pageNum=25,1.HBase 概述2.HBase 伪分布式搭建3.HBase HDFS 上目录分析4.HBase Shell 操作,极客学院签约布道师,具有 Linux、Hadoop、Java 基础        ,初级
ObjectId(5896a51a05d3492d308ae4f1),同步/原子操作/并行编程/并发/concurrent/信号量/fork/join/执行器,Windows,3,Java中并发工具包 ( 上 ）,JDK 1.5 之后推出了一系列新的适用于并发编程的工具，这些工具的推出跟进了现代对于多核计算的思想。本课程介绍如何使用这些并发编程工具完成多线程编程。,5154,Undefinedfx,http://www.jikexueyuan.com/course/2091.html,32,2017-02-04 11:55:39,本课程主要讲解如何使用 Java 中的并发工具包的总体架构设计以及各个组成部分的主要功能，并且介绍并发工具中常见五种同步工具的编程模型以及具体应用。,public,http://my.jikexueyuan.com/undefinedfx/record/,2015-10-08,Java,是,http://www.jikexueyuan.com/course/?pageNum=25,1. 架构概览2. 同步对象,极客学院签约布道师,多线程并发、并行编程的开发人员        ,中级
ObjectId(5896a51a05d3492d308ae4f2),Docker/Kubernetes,Linux,3,从Docker到CaaS（三）Kubernetes,Kubernetes 是 Google 开发的一套容器调度编排工具。 它为用户提供了容器编排，调度机制，同时还解决了容器在集群中运行时所需要的网络，负载均衡，服务发现，资源管理，数据持久化等问题，是目前在集群中运行 Docker 容器比较成熟的解决方案。,3735,灵雀云,http://www.jikexueyuan.com/course/2092.html,56,2017-02-04 11:55:43,本课程针对使用 Docker 容器部署产品的应用开发者，通过本课程的学习使开发者了解 Kubernetes 的工作原理以及部署方式，能在 Kubernetes 平台部署应用。,public,http://my.jikexueyuan.com/0NjPXVVkj/record/,2015-10-08,Docker,是,http://www.jikexueyuan.com/course/?pageNum=25,1. Kubernetes 工作原理综述2. Kubernetes 部署方法3. 在 Kubernetes 管理的 Docker 集群部署容器服务,官方合作课程,具有一定 Docker 容器基础        ,中级
ObjectId(5896a51a05d3492d308ae4f3),增强，/Advice/前置增强/后置增强/环绕增强/异常抛出增强,Win7 64位，JDK6 或者以上，Eclipse4 或者以上版本，Spring3 或者以上版本,6,Spring AOP 之增强,增强是织入到目标类连接点上的一段程序代码，而且包含了用于定位连接点的方位信息，因此了解增强的概念以及增强的类型对理解AOP的概念有着重要的意义。,5046,YangChunlong,http://www.jikexueyuan.com/course/2096.html,68,2017-02-04 11:55:47,本课程主要想大家介绍的是 Spring AOP 中的增强的概念，并通过示例详细的讲解了增强的各种类型。,public,http://my.jikexueyuan.com/0NjaqPaVP/record/,2015-10-08,Spring,是,http://www.jikexueyuan.com/course/?pageNum=25,1. Spring AOP 的前置增强2. Spring AOP 的后置增强3. Spring AOP 的环绕增强4. Spring AOP 的异常抛出增强5. Spring AOP 的引介增强,极客学院签约布道师,J2EE 相关技术背景的开发人员        ,中级
ObjectId(5896a51a05d3492d308ae4f4),指针/异常处理/UML,VC++ 2013 社区版,3,C++ 实现模拟赛马,要想学好一门语言，编程实战运用是必经之路。通过无数次地试错、更改、调试，一步步地完成完美的程序，程序员才能最终修炼成功。本课程带领大家进行实战演练。,4607,蓝色寒冰,http://www.jikexueyuan.com/course/2095.html,24,2017-02-04 11:55:52,这是一门 C++ 编程实践课，讲解 C++ 指针和指针数组的使用、面向对象中 UML 状态图的使用、Windows 字符界面以及自定义 C++ 的异常。,public,http://my.jikexueyuan.com/0zVXgUVUg/record/,2015-10-08,C++,是,http://www.jikexueyuan.com/course/?pageNum=25,1.赛马定义、分析与设计2.Windows 字符界面3.C++ 异常定义,极客学院签约布道师,C++ 开发人员        ,初级
ObjectId(5896a51a05d3492d308ae4f5),软件测试/测试用例设计,Windows XP,2,测试用例设计进阶（上）,软件行业蓬勃发展，对软件测试人员的技术水平要求也越来越高，但业内软件质量往往不尽人意，因此对高素质软件测试从业人员的需求在不断增长。,2885,Huxb_70219944,http://www.jikexueyuan.com/course/2093.html,24,2017-02-04 11:55:56,本课程讲解判定表、因果图的相关概念及特点，并举例说明判定表、因果图的使用方法，使大家能够理解并会使用这两种分析方法。,public,http://my.jikexueyuan.com/0SjUWVjPV/record/,2015-10-08,黑盒,是,http://www.jikexueyuan.com/course/?pageNum=25,1.判定表法设计测试用例2.因果图法设计测试用例,极客学院签约布道师,欲从事软件测试的人，软件测试在职人员，想提高程序质量的程序员        ,初级
ObjectId(5896a51a05d3492d308ae4f6),Photoshop/UI设计/网页设计/ps/平面设计/混合模式/变亮/滤色/颜色减淡/线性减淡/浅色/叠加/柔光/强光/亮光,Windows，Mac,3,Photoshop——混合模式详解 2,Adobe Photoshop，简称 “PS”，是由 Adobe Systems 开发和发行的图像处理软件。Photoshop 主要处理以像素所构成的数字图像。使用其众多的编修与绘图工具，可以有效地进行图片编辑工作。它有很多功能，在图像、图形、文字、视频、出版等各方面都有涉及。通过全面、系统的学习混合模式，可以深入了解混合模式的基础原理以及每一个混合模式的效果、原理与计算公式，并能够更好地运用于设计效果。,2911,LAOBAIMA,http://www.jikexueyuan.com/course/2094.html,45,2017-02-04 11:56:00,本课程为混合模式部分的第 2 课，首先系统讲解变亮组中的变亮、滤色、颜色减淡、线性减淡和浅色 5 个混合模式，然后讲解叠加组的叠加、柔光、强光和亮光 4 个混合模式的效果、原理与计算公式。,public,http://my.jikexueyuan.com/laobaima/record/,2015-10-08,Photoshop,是,http://www.jikexueyuan.com/course/?pageNum=25,1.变亮、滤色、颜色减淡2.线性减淡、浅色、叠加3.柔光、强光、亮光,"极客学院签约布道师
",具备一定 Photoshop 基础的学员        ,中级
ObjectId(5896a51a05d3492d308ae4f7),JVM/GC/HotSpot,OpenJDK 7,3,JVM 自动内存管理：对象判定和回收算法,目前内存的动态分配与内存回收技术已经相当成熟，一切看起来都进入了“自动化”时代，那为什么我们还要去了解 GC 和内存分配的算法呢？答案很简单：当需要排查各种内存溢出、内存泄漏问题时，当垃圾收集成为系统达到更高并发量的瓶颈时，我们就需要对这些“自动化”的技术实施必要的监控和调节。,4481,IcyFenix,http://www.jikexueyuan.com/course/2098.html,25,2017-02-04 11:56:04,本课程介绍内存回收的基础理论，在原理上讲解哪些内存可以回收？什么时候回收？如何回收？为下一课程实践 GC 收集器准备理论基础。,public,http://my.jikexueyuan.com/icyfenix/record/,2015-10-09,Java,是,http://www.jikexueyuan.com/course/?pageNum=25,1.可回收对象的判定方法2.垃圾收集算法3.HotSpot 虚拟机的算法实现,极客学院签约布道师,Java 虚拟机初学者        ,初级
ObjectId(5896a51a05d3492d308ae4f8),二维码/微信公众平台/微信接口开发/分享朋友圈/分享好友,Windows 7,4,微信公众平台接口开发(下)：高级接口,微信中会使用核心接口是能否开发微信高级应用的一个重要前提，本节课将重点实例讲解微信中的核心高级接口，包括网页授权接口，带参数二维码，JSSDK及模版消息接口的调用。学完这节课，将可以开发出较高级的微信应用,7320,xianglei1130,http://www.jikexueyuan.com/course/2099.html,88,2017-02-04 11:56:08,本课程讲解微信公众平台使用的频率较高的核心接口，包括网页授权接口、带参数二维码、JSSDK及模版消息接口调用实例，通过本课程学习，你将可根据实际项目来确定所需接口并进行开发。,public,http://my.jikexueyuan.com/0HjkgPXgk/record/,2015-10-09,PHP 基础,是,http://www.jikexueyuan.com/course/?pageNum=25,1.网页授权接口调用实例解析2.带参数二维码的生成与响应3.JSSDK 使用说明及调用实例4.模版消息介绍及实例调用,极客学院签约布道师,微信公众平台开发者        ,高级
ObjectId(5896a51a05d3492d308ae4f9),面试题/Java数据结构,MyEclipse 10,5,名企数据结构面试题之数组,数组是一种既简单而又常用的数据结构，比如 ArrayList 容器，就是数组的典型应用；同时，数组的操作往往和“指针”绑定在一起。本课程精讲5道经典的面试题，并深入研究泛型编程在数组中的应用，使大家能够融会贯通，在解决数组相关问题时举一反三。,2883,subVoid,http://www.jikexueyuan.com/course/2101.html,65,2017-02-04 11:56:12,本课程介绍数组相关面试题，讲解完美的数组逆置算法、旋转数组、和为 s 的两个数字等等问题，并总结解题规律，让大家掌握数组相关面试题的常用解法。,public,http://my.jikexueyuan.com/subvoid/record/,2015-10-09,数据结构,是,http://www.jikexueyuan.com/course/?pageNum=24,1.完美的数组逆置算法2.旋转数组3.和为 s 的两个数字4.和为 s 的连续正整数序列5.删除排序数组中的重复元素,极客学院签约布道师,有Java/数据结构理论基础的学员        ,中级
ObjectId(5896a51a05d3492d308ae4fa),React,浏览器和文本编辑器,3,React 项目实战,React 学习到这里已经接近尾声，前面的课程中我们已经学完了和 React 相关的知识，在本课程中我们来用 React 开发一个完整的项目。大家可以从本课程中了解到完整项目开发涉及到的环节和知识。,8343,梁杰Liangjie,http://www.jikexueyuan.com/course/2102.html,67,2017-02-04 11:56:16,本课程会介绍如何在实际项目中使用 React 进行开发，学完本课程后可以清楚地知道 React 开发的详细流程和注意事项。,public,http://my.jikexueyuan.com/0NjVVgVjP/record/,2015-10-09,JavaScript,是,http://www.jikexueyuan.com/course/?pageNum=24,1. 开发思路介绍2. 分析目标3. 开发实战,极客学院签约布道师,掌握 React 的基础用法        ,高级
ObjectId(5896a51a05d3492d308ae4fb),桥接模式/ 设计模式/桥接,Xcode6、Objective-C,3,iOS 设计模式——桥接模式,把抽象层次结构从实现中分离出来，使其可以独立变更，抽象层定义了供客户端使用的上层抽象接口，实现层次结构定义了供抽象层次使用的底层接口，实现类的引用被封装于抽象层的实例中，桥接就形成了，熟悉桥接模式的设计理念有助于我们提升软件设计的灵活性，达到解耦与高复用性的目的。,4119,YouXianMing,http://www.jikexueyuan.com/course/2103.html,32,2017-02-04 11:56:19,本课程主要讲解 iOS 设计模式中的桥接模式原理，并用具体的例子来说明桥接模式的用处以及其使用场景。,public,http://my.jikexueyuan.com/youxianming/record/,2015-10-09,iOS,是,http://www.jikexueyuan.com/course/?pageNum=24,1. 桥接模式基本原理2. 使用桥接模式,极客学院签约布道师,iOS 开发人员、理解面向对象编程        ,高级
ObjectId(5896a51a05d3492d308ae4fc),OpenStack/Heat,Ubuntu 14.04.02、OpenStack kilo,3,安装和配置部署编排服务 Heat,本课程是《品味云计算与 OpenStack》系列课程的一个章节，主要介绍如何在控制节点上安装和配置部署编排服务 Heat。,2601,ujnzhoubing,http://www.jikexueyuan.com/course/2104.html,28,2017-02-04 11:56:24,本课程主要介绍如何在控制节点上安装和配置部署编排服务 Heat，包括 Heat 简介以及在安装完成后如何校验 Heat 的安装。,public,http://my.jikexueyuan.com/0JVXPkgkX/record/,2015-10-10,OpenStack,是,http://www.jikexueyuan.com/course/?pageNum=24,1.Heat 简介2.创建初始的 rings3.校验 Swift 的安装,极客学院签约布道师,云计算学习者        ,初级
ObjectId(5896a51a05d3492d308ae4fd),数据库设计/数据库操作,MyEclipse,5,小说网站数据库操作,在前面的课程已经介绍了如何对纵横中文小说网站的信息进行采集，本课程将主要介绍对这些信息如何持久化。,3665,小鸡慢慢,http://www.jikexueyuan.com/course/2105.html,80,2017-02-04 11:56:28,本课程接上一课程的内容，从数据库设计、数据排重、数据存储等多方面介绍如何实现数据的持久化，在这个过程中将重点介绍如何使用 DBServer 这个类来完成数据库的操作。,public,http://my.jikexueyuan.com/lulei/record/,2015-10-10,Lucene,是,http://www.jikexueyuan.com/course/?pageNum=24,1.数据库设计2.爬虫程序修改3.数据库操作,极客学院签约布道师,具有一定 Java 基础的开发人员        ,高级
ObjectId(5896a51a05d3492d308ae4fe),开发/App/Windows 10/应用视图,Windows 10 + Visual Studio 2015,6,Windows 10开发之应用视图,举个例子，可以在应用程序主窗口中显示简略的数据列表，当用户点击某条数据后，可以打开一个新的窗口（实际上是创建一个新的应用程序视图）来向用户展示该数据的详细信息。这时候，开发者就需要用到视图管理相关的 API 了。,2786,周家安,http://www.jikexueyuan.com/course/2106.html,33,2017-02-04 11:56:32,本课程主要讲述如何管理应用程序视图。通用应用程序每次只能运行一个实例，为了让应用程序可以同时向用户呈现多个视图，SDK 公开了与应用程序视图管理有关的 API。这些 API 支持开发者对当前视图（或窗口）的外观进行自定义操作（如自定义窗口标题栏颜色等）；同时，这些 API 还可以让应用程序创建新的视图，并在多个视图间切换，这些视图也支持多窗口呈现。,public,http://my.jikexueyuan.com/0mjqXVUPV/record/,2015-10-10,Windows,是,http://www.jikexueyuan.com/course/?pageNum=24,1.自定义应用程序视图的外观（如窗口标题栏文本、标题栏按钮颜色等）2.创建和管理应用程序视图,极客学院签约布道师,.具备 net/WPF 基础的学员        ,初级
ObjectId(5896a51a05d3492d308ae4ff),实战解析/sed/高级/编程,CentOS6.5、xShell5,3,sed 高级应用,sed 高级命令可以帮助系统管理员实现更多复杂的文本处理，熟练掌握 sed 的高级用法是一名中级系统运维人员所必须的技能。,2551,Mislost,http://www.jikexueyuan.com/course/2108.html,36,2017-02-04 11:56:36,本课程学习 sed 高级命令及功能实现，通过具体实例进一步实现自动化运维中教复杂的应用。,public,http://my.jikexueyuan.com/mislost/record/,2015-10-10,Linux,是,http://www.jikexueyuan.com/course/?pageNum=24,1.sed 高级命令2.sed 实战应用3.sed 常用范例,极客学院签约布道师,具有 Shell 编程基础、sed 基础的运维人员。        ,中级
ObjectId(5896a51a05d3492d308ae500),3D/webgl,现代浏览器,5,WebGL Three.js 第一个应用程序,WebGL 核心技术相当于汇编语言，很底层，我们在实际开发过程中很少只用 WebGL 开发程序，通常使用 Three.js 库辅助开发，即便你线形代数不好，WebGL 学得不到位，也没关系。只要能灵活应用 Three.js 库，同样能开发出很炫的三维效果。,3685,曾亮LiangZeng,http://www.jikexueyuan.com/course/2109.html,57,2017-02-04 11:56:40,本课程讲解如何创建 HTML 页面框架，以及使用 WebGL Three.js 技术渲染三维对象和添加材质的方法。,public,http://my.jikexueyuan.com/zengliang/record/,2015-10-10,WebGL,是,http://www.jikexueyuan.com/course/?pageNum=24,1. 创建 HTML 页面框架2. 展示三维对象3. 添加材质和灯光,极客学院签约布道师,Web 前端开发人员、3D 游戏从业人员        ,中级
ObjectId(5896a51a05d3492d308ae501),Android/Android自动化测试/命令行工具/adb,adb,4,Android adb shell 常用基础命令介绍,本课系统详细介绍的常用的 shell 命令，介绍常用的文件操作命令、信息查询相关命令、操作手机相关命令、测试用途相关命令，开发与测试过程中不可避免的一定要使用这些命令来提高工作效率。,3518,fan2597,http://www.jikexueyuan.com/course/2110.html,75,2017-02-04 11:56:45,本课详细介绍常用的 shell 命令，介绍常用的文件操作命令、信息查询相关命令、操作手机相关命令、测试用途相关命令，开发与测试过程中不可避免的一定要使用这些命令。,public,http://my.jikexueyuan.com/runui/record/,2015-10-12,自动化测试,是,http://www.jikexueyuan.com/course/?pageNum=24,1.文件操作相关命令2.信息查询相关命令3.操作手机相关命令4.测试用途相关命令,极客学院签约布道师,Android开发、Android测试        ,初级
ObjectId(5896a51a05d3492d308ae502),list/序列式容器,Win7、VS2010,5,序列式容器之 List 类模板基础,模板类 List 是一个容器，List 是由双向链表来实现的，每个节点存储1个单元。List 支持前后两种移动方向。在 List 中移动元素要比在 vector 和 deque 中要快得多。List 容器也是 STL 的重中之重。,2361,今夜有风,http://www.jikexueyuan.com/course/2111.html,37,2017-02-04 11:56:49,本课程主要讲解 List 容器的定义、List 容器元素的赋值、List 容器的容量计算以及迭代器相关函数等有关内容。,public,http://my.jikexueyuan.com/ygjun/record/,2015-10-12,C++,是,http://www.jikexueyuan.com/course/?pageNum=24,1.List 简介2.List 的定义和构造函数3.元素的赋值4.容器的容量5.迭代器相关函数,极客学院签约布道师,有一定的 C++ 基础、想从事 C++ 程序开发的初学者、热爱 C++ 程序开发的学者        ,初级
ObjectId(5896a51a05d3492d308ae503),J2EE/JavaEE/开源框架/ORM框架技术/Hibernate/Hibernate注解和JPA,JDK6 或者以上版本、Hibernate4.x、MySql5.x+Eclipse4.x/MyEclipse10.x,3,基于注解的 Hibernate 配置,注解是 JDK5.0 以后版本的新特性，在 Hibernate 中使用注解能够简化配置文件，也就说把原来在配置文件中的配置信息，可以在实体类中通过注解来表示。本课程我们学习在 Hibernate 中通过注解来实现对数据库的 CRUD 操作。,4179,Sun_Lianwei,http://www.jikexueyuan.com/course/2112.html,25,2017-02-04 11:56:53,本课程学习 Hibernate 注解和 JPA 注解在 Hibernate 中的使用，主要讲解 JPA 注解的使用、二级缓存注解，并带领大家逐步掌握 Hibernate 中 JPA 注解的应用。,public,http://my.jikexueyuan.com/sunlianwei/record/,2015-10-12,Hibernate,是,http://www.jikexueyuan.com/course/?pageNum=24,1.Hibernate 注解和 JPA2.使用 JPA 中的标准注解进行 ORM 映射3.二级缓存注解,极客学院签约布道师,具有 JavaEE 编程基础的学员        ,中级
ObjectId(5896a51a05d3492d308ae504),软件测试/测试用例设计,Windows XP,2,测试用例设计进阶（下）,软件行业蓬勃发展，对软件测试人员的技术水平要求也越来越高，但业内软件质量往往不尽人意，因此对高素质软件测试从业人员的需求在不断增长。,2750,Huxb_70219944,http://www.jikexueyuan.com/course/2113.html,13,2017-02-04 11:56:57,本课程讲解场景分析法设计测试用例，并举例说明场景分析法的使用，使大家掌握场景分析法。本课程还会用一个课时对测试用例设计策略、测试用例的维护管理进行说明，从而丰富大家的测试用例相关知识。,public,http://my.jikexueyuan.com/0SjUWVjPV/record/,2015-10-12,黑盒,是,http://www.jikexueyuan.com/course/?pageNum=24,1.场景分析法设计测试用例2.测试用例总结,极客学院签约布道师,欲从事软件测试的人，软件测试在职人员，想提高程序质量的程序员        ,初级
ObjectId(5896a51a05d3492d308ae505),Storm/Kafka,CentOS 6.6、Kafka-0.8.2.1、JDK7、Eclipse、Storm-0.9.4、Zookeeper-3.4.6,4,Kafka 用户日志上报实时统计之编码实践,实现项目相应的功能模块也是非常重要的，在完成项目的分析后，剩下就是实现对应的模块功能，通过本课程的学习，大家可以掌握数据的生产模块的开发、消费模块的开发以及应用的调度等一系列流程。,4170,dengjie,http://www.jikexueyuan.com/course/2114.html,32,2017-02-04 11:57:01,本课程以用户实时上报日志案例为基础，带着大家去完成对各个 KPI 的编码工作，实现生产、消费模块、数据持久化，以及应用调度工作，让大家通过本课程掌握 Kafka 项目的编码、调度流程。,public,http://my.jikexueyuan.com/dengjie/record/,2015-10-12,Hadoop,是,http://www.jikexueyuan.com/course/?pageNum=24,1.Kafka 项目编码配置2.生产模块实现关键3.消费模块实现关键4.完成数据持久化5.应用调度流程,极客学院签约布道师,具有一定 Java 基础和 Kafka 基础的开发者        ,中级
ObjectId(5896a51a05d3492d308ae506),开发/Windows 10/通用App,Windows 10 + Visual Studio 2015,3,Windows 10应用开发之自适应视图,毕竟电脑、平板、手机等不同设备的环境条件有所差异，在应用程序界面设计上，有时候无法做到完全的通用。在这种情况下最好运用自适应视图，为不同的设备环境设计独立的应用界面，以求更加友好地适配目标环境。,2761,周家安,http://www.jikexueyuan.com/course/2115.html,22,2017-02-04 11:57:05,本课程主要介绍如何设计可以自适应不同设备环境的界面视图。正因为通用应用程序可以同时运行在不同的设备上，在某些需要的情况下，会考虑为不同的设备使用不同的用户界面。比较简单的做法是运用自适应触发器，根据窗口的宽度或高度的变化来应用不同的用户界面；如果不同的设备的用户界面设计差异较大，还可以为不同设备套用不同的界面，应用程序在运行阶段会自动进行选择。,public,http://my.jikexueyuan.com/0mjqXVUPV/record/,2015-10-12,Windows,是,http://www.jikexueyuan.com/course/?pageNum=24,1.了解自适应视图的作用2.掌握自适应触发器的使用方法3.为不同设备安排独立的界面视图,极客学院签约布道师,具备 .net/WPF 等编程基础的学员        ,初级
ObjectId(5896a51a05d3492d308ae507),YARN/MapReduce/Hadoop,Ubuntu14.04.02、Hadoop2.6、Eclipse-java-mars-R-linux-gtk-x86_64,3,YARN 下的 MapReduce 开发、运行与测试,本课程是《Hadoop YARN 原理、管理、架构与实践》系列课程中的一个课程，主要介绍如何在 YARN 框架下运行 MapReduce 程序及进行基准测试。,2298,ujnzhoubing,http://www.jikexueyuan.com/course/2116.html,49,2017-02-04 11:57:07,本课程主要介绍如何搭建 MapReduce 的开发环境，以及如何在 YARN 资源管理框架下运行 Hadoop 自带的 MapReduce 样例程序，如何进行基准测试等。,public,http://my.jikexueyuan.com/0JVXPkgkX/record/,2015-10-13,Yarn,是,http://www.jikexueyuan.com/course/?pageNum=24,1. 搭建 MapReduce 开发环境2. 运行 MapReduce 样例3. 基准测试,极客学院签约布道师,大数据学习者、YARN 学习者、Hadoop 学习者        ,中级
ObjectId(5896a51a05d3492d308ae508),Android开发/Design/Library/Support,Android Studio,4,Android Design Support Library 兼容库使用详解,Google 在今年的 I/O 大会上提供了用于符合 MD 设计风格的兼容库，为我们提供了八个极为强大的控件，希望能够让开发者们利用这个兼容库，来创造更多 MD 风格的 APP ，本次课程，我们将会带领大家对兼容库的每个控件进行详细的了解。并利用这些控件，实现一个简单的 MD 风格的App。,6851,daguye,http://www.jikexueyuan.com/course/2117.html,59,2017-02-04 11:57:10,本课程主要讲解 Android Design Support Library  的使用，带领大家搭建好环境。针对兼容库提供的8个控件逐个进行使用讲解，让大家更好的了解 Google 为我们提供的这个强大的符合 Material Design 设计的控件兼容库,public,http://my.jikexueyuan.com/daguye/record/,2015-10-13,Android,是,http://www.jikexueyuan.com/course/?pageNum=24,1.Android Design Support Library简介2.Navigation View3.Floating labels for editing text4.Floating Action Button5.Snackbar6.TabLayout7.AppBarLayout8.CoordinatorLayout9.Collapsing Toolbars,极客学院签约布道师,具有一定 Android 基础的开发人员        ,中级
ObjectId(5896a51a05d3492d308ae509),Http/前端进阶/网络工程师/请求方法,Fiddler4、WampServer,3,HTTP 的请求方法,请求方法是每个请求报文中所必须存在的参数，它是告诉服务器端“我”将执行什么动作，然后服务器根据它的请求方式来响应相应的数据内容。掌握请求方法的概念，是网络工程学习中重要的一环。,4464,Kelly_Cen,http://www.jikexueyuan.com/course/2118.html,38,2017-02-04 11:57:14,本课程将深入学习 HTTP 请求报文中的请求方法，其中将对最重要同时也是最常见的方法 POST 和 GET 进行详细讲解，包括两者的区别，以及 GET 和 HEAD 的区别。,public,http://my.jikexueyuan.com/0SjVPUUVV/record/,2015-10-13,网络工程,是,http://www.jikexueyuan.com/course/?pageNum=24,1. WampServer 集成环境软件的安装2. GET 的介绍3. POST 的介绍及其与 GET 的区别4. HEAD 的介绍及其与 GET 的区别5.其他请求方法的简单介绍,极客学院签约布道师,Web初学者、HTTP初学者、网络工程师        ,初级
